,id_tweet,date_tweet,tweet,sentiment,indice_confiance
243,1303417410960023553,2020-09-08 19:38:21,"RT @theunlockr: The waterfront in my hood at 0.5, 1, 5, &amp; 10x (max for the phone) on the @SamsungMobileUS #GalaxyZFold2 (no edits) https://",neutral,0.98
244,1303416447108919297,2020-09-08 19:34:31,"RT @folduniverse: Who wants some Galaxy Z Fold 2 giveaway here?

My one weights only 28 grams, 90% lighter, 99% off RRP 

#galaxyzfold2 #",neutral,0.97
245,1303416377139752961,2020-09-08 19:34:15,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
246,1303416210604789760,2020-09-08 19:33:35,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
247,1303416056678027265,2020-09-08 19:32:58,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
248,1303415308024197123,2020-09-08 19:30:00,"Todava no lo viste? 

Primeras impresiones (vdeo): https://t.co/pH39o15kSQ
Ficha tcnica: https://t.co/kEY34dgRA4",negative,0.93
249,1303414640131493889,2020-09-08 19:27:21,"Samsung Galaxy Z Fold 2: Major Upgrades!! https://t.co/T1FA7fnusK via @YouTube 
#Samsung #GalaxyZFold2 #galaxyZflip https://t.co/OyxXtwvM2g",neutral,1.0
250,1303414207770169344,2020-09-08 19:25:38,RT @SamsungTurkiye: Arka kamera ile selfie ekmek artk mmkn! #SamsungEvent #GalaxyZFold2 https://t.co/vpgq7vEOwE,neutral,0.99
251,1303412936682156035,2020-09-08 19:20:35,"RT @SamsungMobileSA: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2",neutral,0.84
252,1303412619508764672,2020-09-08 19:19:19,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
253,1303412013633122305,2020-09-08 19:16:54,"Who wants some Galaxy Z Fold 2 giveaway here?

My one weights only 28 grams, 90% lighter, 99% off RRP  https://t.co/ylgJ4g9U7V",neutral,0.96
254,1303411881617522692,2020-09-08 19:16:23,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
255,1303411858129391616,2020-09-08 19:16:17,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
256,1303410655450497024,2020-09-08 19:11:31,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
257,1303410484184399874,2020-09-08 19:10:50,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
258,1303410158790414336,2020-09-08 19:09:32,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
259,1303410087361425409,2020-09-08 19:09:15,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
260,1303409411948511238,2020-09-08 19:06:34,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
261,1303409359465177090,2020-09-08 19:06:22,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
262,1303409228355313664,2020-09-08 19:05:50,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
263,1303409166552199169,2020-09-08 19:05:36,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
264,1303408690083495937,2020-09-08 19:03:42,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
265,1303407322660777985,2020-09-08 18:58:16,Une petite prise en mains du #GalaxyZFold2 de chez @SamsungFR par le grand @ppgarcia75 j ai mal quand tu fais claqu https://t.co/Ff2YP0b9uE,negative,0.51
266,1303407133980065793,2020-09-08 18:57:31,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
267,1303406002646073344,2020-09-08 18:53:01,"RT @therajsarkar: 2nd time #ranimukherjee Art uploaded 

Artist &gt; @therajsarkar 

Do Comment Down Your Valuable Views 

#therajsarkar #Rani",neutral,0.52
268,1303405509987442688,2020-09-08 18:51:04,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
269,1303405215480188928,2020-09-08 18:49:54,"RT @theunlockr: The waterfront in my hood at 0.5, 1, 5, &amp; 10x (max for the phone) on the @SamsungMobileUS #GalaxyZFold2 (no edits) https://",neutral,0.98
270,1303405074169946113,2020-09-08 18:49:20,"The waterfront in my hood at 0.5, 1, 5, &amp; 10x (max for the phone) on the @SamsungMobileUS #GalaxyZFold2 (no edits) https://t.co/LnR5tAG1rf",neutral,0.99
271,1303404854493065221,2020-09-08 18:48:28,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
272,1303404658963156994,2020-09-08 18:47:41,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
273,1303404306897408000,2020-09-08 18:46:17,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
274,1303404157232058368,2020-09-08 18:45:41,This is crazy @SamsungMobileUS sold out #GalaxyZFold2 more than $3000 phone #THOMBROWNE edition https://t.co/hOPILdhLPp,negative,0.96
275,1303404082669985793,2020-09-08 18:45:24,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
276,1303404018866085888,2020-09-08 18:45:08,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
277,1303403294610673667,2020-09-08 18:42:16,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
278,1303402387944603648,2020-09-08 18:38:39,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
279,1303402026429227013,2020-09-08 18:37:13,RT @SamsungTurkiye: #GalaxyZFold2 ile Gelecee Merhaba! https://t.co/Sn5WjVH6tH,neutral,0.95
280,1303401852654948353,2020-09-08 18:36:32,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
281,1303401704717721601,2020-09-08 18:35:57,"@ar2_ss Ivan, muy pronto estaremos confirmando las fechas de #GalaxyZFold2 en Mxico. Mantente pendiente. :)",positive,0.89
282,1303401262591823872,2020-09-08 18:34:11,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
283,1303400730779422725,2020-09-08 18:32:04,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
284,1303399636296589312,2020-09-08 18:27:43,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
285,1303399489101848582,2020-09-08 18:27:08,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
286,1303399271476019201,2020-09-08 18:26:16,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
287,1303396720328409088,2020-09-08 18:16:08,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
288,1303396711679881220,2020-09-08 18:16:06,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
289,1303396509422178305,2020-09-08 18:15:18,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
290,1303395343791423488,2020-09-08 18:10:40,La vido que j'attendais : la prise en mains du #GalaxyZFold2 par @ppgarcia75 qui m'avait fait la surprise de me fa https://t.co/qN15W1zYfl,positive,0.57
291,1303395232172498944,2020-09-08 18:10:13,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
292,1303394367038660608,2020-09-08 18:06:47,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
293,1303393905690292224,2020-09-08 18:04:57,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
294,1303393561925357571,2020-09-08 18:03:35,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
295,1303393244739321858,2020-09-08 18:02:20,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
296,1303392949078646784,2020-09-08 18:01:09,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
297,1303392159148773376,2020-09-08 17:58:01,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
298,1303391517223129089,2020-09-08 17:55:28,RT @SamsungMobileME: Two screens that create one seamless experience #GalaxyZFold2,neutral,0.99
299,1303391316064178177,2020-09-08 17:54:40,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
300,1303390592530100226,2020-09-08 17:51:47,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
301,1303390513542897664,2020-09-08 17:51:28,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
302,1303390483331203073,2020-09-08 17:51:21,RT @TechnicalGuruji: Future in my hands...What an amazing innovation by @SamsungMobile #GalaxyZFold2 unboxing coming tomorrow #withGalaxy..,positive,0.98
303,1303390392172322817,2020-09-08 17:50:59,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
304,1303390333762330624,2020-09-08 17:50:46,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
305,1303389579991552000,2020-09-08 17:47:46,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
306,1303389546600493056,2020-09-08 17:47:38,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
307,1303389429877235712,2020-09-08 17:47:10,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
308,1303389148938674177,2020-09-08 17:46:03,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
309,1303389081712250881,2020-09-08 17:45:47,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
310,1303388979295711232,2020-09-08 17:45:23,"RT @SamsungMobile: A moment worth revisiting: first impressions of the #GalaxyZFold2 by the very fine gentlemen of @BTS_twt @BTS_bighit
Lea",positive,0.98
311,1303388908252622849,2020-09-08 17:45:06,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
312,1303388851218468864,2020-09-08 17:44:52,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
313,1303388705495883780,2020-09-08 17:44:17,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
314,1303388449819385856,2020-09-08 17:43:16,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
315,1303388345100193792,2020-09-08 17:42:51,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
316,1303388249872715776,2020-09-08 17:42:29,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
317,1303388142037135360,2020-09-08 17:42:03,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
318,1303388135364075520,2020-09-08 17:42:01,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
319,1303388052610600960,2020-09-08 17:41:42,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
320,1303387836788477952,2020-09-08 17:40:50,RT @SamsungTurkiye: ift ekran ile birden fazla ii ayn anda yapmann kolayln yaayn! #SamsungEvent #GalaxyZFold2 https://t.co/i6igP3,neutral,0.92
321,1303387374173343744,2020-09-08 17:39:00,RT @manikumar4144: I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.87
322,1303386904050634752,2020-09-08 17:37:08,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
323,1303386706968604672,2020-09-08 17:36:21,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
324,1303385897547698176,2020-09-08 17:33:08,"RT @SamsungMobile: The #GalaxyZFold2 has landed, and its changing the shape of the future. Which of its features showcased at the #Samsung",neutral,0.99
325,1303385836386316288,2020-09-08 17:32:53,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
326,1303385619071225857,2020-09-08 17:32:01,@olafkrynicki #GalaxyZFold2 https://t.co/bs7Ls9lCAl,neutral,1.0
327,1303385098079932422,2020-09-08 17:29:57,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
328,1303385005712834560,2020-09-08 17:29:35,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
329,1303384782064107520,2020-09-08 17:28:42,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
330,1303384398482399235,2020-09-08 17:27:10,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
331,1303384003005669378,2020-09-08 17:25:36,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
332,1303383685635297280,2020-09-08 17:24:21,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
333,1303383098071998464,2020-09-08 17:22:00,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
334,1303383060897910785,2020-09-08 17:21:52,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
335,1303382818957869056,2020-09-08 17:20:54,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
336,1303382475146629120,2020-09-08 17:19:32,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
337,1303382388811071489,2020-09-08 17:19:11,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
338,1303382300227330048,2020-09-08 17:18:50,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
339,1303382061198331904,2020-09-08 17:17:53,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
340,1303381667160240130,2020-09-08 17:16:19,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
341,1303381663171239937,2020-09-08 17:16:18,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
342,1303381247213924352,2020-09-08 17:14:39,RT @SamsungMobileUS: The #GalaxyZFold2 5G is the revolutionary mobile experience you've been waiting for. Pre-order yours now.,neutral,0.94
343,1303380932959727617,2020-09-08 17:13:24,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
344,1303380769889370112,2020-09-08 17:12:45,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
345,1303380430633283586,2020-09-08 17:11:24,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
346,1303380219164729344,2020-09-08 17:10:34,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
347,1303379817329577984,2020-09-08 17:08:58,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
348,1303378847765848065,2020-09-08 17:05:07,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
349,1303378564234969088,2020-09-08 17:03:59,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
350,1303378564117442561,2020-09-08 17:03:59,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
351,1303378449575424000,2020-09-08 17:03:32,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
352,1303378286777692160,2020-09-08 17:02:53,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
353,1303377648781946885,2020-09-08 17:00:21,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
354,1303376369867395073,2020-09-08 16:55:16,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
355,1303376311973363712,2020-09-08 16:55:02,RT @SamsungIndia: Unfold a new era of working. Change the shape of the future with #GalaxyZFold2. Pre-order starts soon. Register now: http,neutral,0.89
356,1303376163927199744,2020-09-08 16:54:27,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
357,1303375463503605760,2020-09-08 16:51:40,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
358,1303374440848211974,2020-09-08 16:47:36,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
359,1303374395700727813,2020-09-08 16:47:26,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
360,1303374219774812162,2020-09-08 16:46:44,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
361,1303373725509677057,2020-09-08 16:44:46,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
362,1303373481103556608,2020-09-08 16:43:48,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
363,1303373183597322242,2020-09-08 16:42:37,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
364,1303372782722412544,2020-09-08 16:41:01,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
365,1303372772534620161,2020-09-08 16:40:59,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
366,1303372732411777024,2020-09-08 16:40:49,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
367,1303372712178401281,2020-09-08 16:40:44,RT @SamsungIndia: The future is now. Get ready for #GalaxyZFold2  the phone that is designed to change the shape of the future. Which feat,neutral,0.9
368,1303372509207834624,2020-09-08 16:39:56,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
369,1303372226213765121,2020-09-08 16:38:48,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
370,1303372028074954754,2020-09-08 16:38:01,RT @Samsung: #BTS shares their first impressions on the new #GalaxyZFold2 https://t.co/lmlvXgHZ8G https://t.co/9SQOYUWhZz,neutral,1.0
371,1303371987939520514,2020-09-08 16:37:52,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
372,1303371966959833088,2020-09-08 16:37:47,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
373,1303371918397956096,2020-09-08 16:37:35,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
374,1303371773631627264,2020-09-08 16:37:00,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
375,1303371739242487808,2020-09-08 16:36:52,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
376,1303371130850308096,2020-09-08 16:34:27,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
377,1303370996456370181,2020-09-08 16:33:55,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
378,1303370856043745280,2020-09-08 16:33:22,"RT @SamsungMobile: Farewell, flat.
As one era ends, the next one unfolds.
Change the shape of the future. #GalaxyZFold2

Learn More: https:",neutral,0.85
379,1303370549108768768,2020-09-08 16:32:09,"RT @ShiveshSehgal: Few Hours Left For The Next gen Foldables From Samsung.


All In One

 #GalaxyZFold2
#SamsungEvent #GalaxyUnpacked http",neutral,0.98
380,1303370209881858048,2020-09-08 16:30:48,"RT @NaldoTech_: Confirmed specs and price for Galaxy Z Fold2

7.6"" 120Hz Main Display
6.2"" 60Hz Cover Display
Snapdragon 865+
12GB RAM
4500",neutral,1.0
381,1303369923024924672,2020-09-08 16:29:39,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
382,1303369371322994691,2020-09-08 16:27:28,I am excited to try out the #DualPreview feature on the #GalaxyZFold2 and capture my special moments in a whole new way!,positive,0.7
383,1303369331150028803,2020-09-08 16:27:18,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
384,1303369092498206721,2020-09-08 16:26:21,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
385,1303368729993129984,2020-09-08 16:24:55,RT @SamsungMobileUS: The #GalaxyZFold2 5G is the revolutionary mobile experience you've been waiting for. Pre-order yours now.,neutral,0.94
386,1303368495812366338,2020-09-08 16:23:59,I cant wait to experience the next level of flexible display! Thats got to be my favourite feature of the #GalaxyZFold2.,positive,0.99
387,1303367936892174336,2020-09-08 16:21:46,RT @SamsungMobileME: See the perfect shot before you take it #GalaxyZFold2,positive,0.99
388,1303367821984899073,2020-09-08 16:21:18,RT @Samsung: Samsung experts explain the key camera features of #GalaxyZFold2 and how they work together with Flex mode to deliver innovati,neutral,1.0
389,1303367172152991744,2020-09-08 16:18:43,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
390,1303366983174492160,2020-09-08 16:17:58,"RT @SamsungMobile: Ramp up your selfies by taking it to the rear camera. #GalaxyZFold2

Learn more: https://t.co/kEWMF1PwXC https://t.co/WD",neutral,0.98
391,1303366887347191811,2020-09-08 16:17:35,"RT @SamsungMobile: A moment worth revisiting: first impressions of the #GalaxyZFold2 by the very fine gentlemen of @BTS_twt @BTS_bighit
Lea",positive,0.98
392,1303366818518773762,2020-09-08 16:17:19,"RT @SamsungMobile: A moment worth revisiting: first impressions of the #GalaxyZFold2 by the very fine gentlemen of @BTS_twt @BTS_bighit
Lea",positive,0.98
393,1303366732606779395,2020-09-08 16:16:59,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
394,1303366471582654469,2020-09-08 16:15:56,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
395,1303366229705416704,2020-09-08 16:14:59,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
396,1303366074906279936,2020-09-08 16:14:22,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
397,1303366050596102144,2020-09-08 16:14:16,"RT @SamsungMobile: Youve had a sneak peek, now watch the full version of @BTS_twt unboxing the new #GalaxyZFold2 earlier at Unpacked! #Gal",neutral,0.97
398,1303366026625679365,2020-09-08 16:14:10,"I love the state-of-the-art #HideawayHinge mechanism on the #GalaxyZFold2, that is designed to smooth out every fold and unfold.",positive,0.99
